County,State,icu_score,income_score,population_score,vulnerability
Day,South Dakota,0,0.19339475022493446,0.595039262121401,0.7371886625512215
Barnstable,Massachusetts,0.00011328555027339441,0.39647146266087707,0.595039262121401,0.6694586632224828
McPherson,Nebraska,0,0.33428197003481597,0.49955639347898406,0.7220538788287334
Murray,Minnesota,0,0.1457379806751946,0.4279929577464789,0.8087563538594421
Sumter,Florida,0.00010335477207690897,0.1350584829636584,0.4304987631884497,0.811446466358605
Highland County,Virginia,0,0.28986230098188787,0.595039262121401,0.7050328122989038
Essex,Vermont,0.000007086699951694862,0.3433575871376599,0.42058179465485496,0.7453511771691779
Linn,Kansas,0.00021676047595189577,0.26359386613464775,0.47318320569806677,0.7543353892304445
Taylor,Iowa,0,0.16009466807495207,0.39244449749343513,0.8158202781438709
Cheboygan,Michigan,0,0.1801822947228416,0.595039262121401,0.7415928143852524
Worth,Missouri,0,0.1545788835426202,0.43812512757705663,0.8024319962934411
Langlade,Wisconsin,0.0007925198402785334,0.21909595900324688,0.5912235527703666,0.7296293227953694
Rusk,Wisconsin,0.00013843679680227832,0.25198529124124713,0.37921716344579104,0.7895530361720532
St. Louis City,Missouri,0.006356861051989166,0.1427453741736103,0.5912235527703666,0.753224737334678
Wibaux,Montana,0,0.21406916246136995,0.5912235527703666,0.7315690949227545
Oneida,Wisconsin,0.0001686748132026198,0.2039666705785706,0.453886280646844,0.7806594579871275
Mitchell,Kansas,0,0.2157317216289168,0.3012519561815336,0.8276721073965165
Oscoda,Michigan,0,0.12961115674999021,0.5912235527703666,0.7597217634932144
Thomas,Nebraska,0,0.1373958455580331,0.4905600920699293,0.7906813541240125
Baxter,Arkansas,0.0010965508179287512,0.1501877713883347,0.5912235527703666,0.75249737500779
Benzie,Michigan,0,0.26776982357313306,0.5912235527703666,0.7136688745521668
Arlington,Virginia,0.0006898313511475929,0.8138911708328443,0.5912235527703666,0.5313984816818804
Franklin,Nebraska,0,0.344159527442006,0.28977158077404247,0.7886896305946505
Barnes,North Dakota,0,0.29620936509799317,0.5874413145539906,0.7054497734493388
Kent,Texas,0,0.34388569416735126,0.4230346618719409,0.7443598813202359
Windham,Vermont,0,0.38480420920862185,0.45929682573050234,0.7186329883536253
Coke,Texas,0,0.20350702186754294,0.5874413145539906,0.7363505545261555
Baca,Colorado,0,0.18428001408285413,0.5874413145539906,0.7427595571210517
Carroll,Illinois,0,0.2558482963658413,0.4255049872186858,0.7728822388051576
McLean,North Dakota,0,0.4117572272424989,0.46203249459302637,0.7087367593881582
Alpena,Michigan,0.00022458890493365298,0.17632906935805656,0.5874413145539906,0.7453350090610065
Faribault,Minnesota,0.0005211496309478567,0.23743300864530767,0.5874413145539906,0.7248681757232514
Cimarron,Oklahoma,0,0.1791163009036498,0.5874413145539906,0.7444807948474532
Silver Bow,Montana,0.000797781807240106,0.1826174549153073,0.5874413145539906,0.743047816241154
Knox,Nebraska,0,0.29108477095802526,0.453886280646844,0.7516763161317103
Deuel,Nebraska,0,0.30949027891874975,0.5311417686446548,0.7197893174788652
Rappahannock,Virginia,0,0.35649180456128,0.5874413145539906,0.6853556269615764
Calhoun,Iowa,0,0.06845831866369362,0.26518425622226505,0.8887858083713471
Cape May,New Jersey,0.000266936762699942,0.35703947111058953,0.5836921089857925,0.6863338277136393
Staunton City,Virginia,0,0.18107225286546963,0.5836921089857925,0.7450785460495792
Charlotte,Florida,0,0.12742049055275204,0.47318320569806677,0.7997987679163937
Pitkin,Colorado,0.00019019389797950167,0.5159703477682588,0.5836921089857925,0.6333824497826563
Marion,Texas,0.000010849178272862503,0.13021750185815437,0.4062210634046493,0.8211835285196412
Gogebic,Michigan,0.00022672357226255098,0.1395180534366076,0.5836921089857925,0.7588543713351125
Atchison,Missouri,0,0.2467042209443336,0.45121095577152953,0.767361607761379
Pinellas,Florida,0.0004689725972885669,0.2498630833626726,0.5836921089857925,0.7219919450180821
Roanoke City,Virginia,0.0033779298795848733,0.17759065837343035,0.5836921089857925,0.7451131009203975
Imperial,California,0.00023125358926644532,0.21340413879435122,0.2666576381365113,0.839902323159957
Park,Colorado,0.00016509803112814414,0.21945781011618354,0.5377720870678617,0.7475350015949422
Harper,Kansas,0,0.2555549035715683,0.5150319588212002,0.7431377125357439
Lawrence,South Dakota,0.000014671945331078315,0.19715017799162854,0.2995832135671169,0.8344173121653078
Prairie,Arkansas,0,0.17652466455423854,0.5583373120076391,0.7550460078127075
Kossuth,Iowa,0,0.3112506356843876,0.5836921089857925,0.7016857517766066
Washington County,Maine,0,0.2864785040879396,0.37492446427741366,0.7795323438782156
Ashe,North Carolina,0,0.15613386535226695,0.579975505205144,0.7546302098141964
Iosco,Michigan,0.00011435307226672317,0.1589210968978602,0.579975505205144,0.7536630149415764
Mason,Michigan,0.0002776097429089303,0.2068516997222548,0.46478873239436613,0.7760273193801567
Douglas,Minnesota,0,0.3198470445565857,0.408572965571205,0.7571933299574031
Hoonah-Angoon Census Area,Alaska,0,0.28907992019715995,0.579975505205144,0.710314858199232
Pope,Minnesota,0,0.20016234401283103,0.4407042253521127,0.7863778102116854
Kimball,Nebraska,0,0.21705198920314517,0.579975505205144,0.7343241685305704
Adair,Iowa,0,0.12293158080037554,0.4304987631884497,0.8155232186703916
Saguache,Colorado,0,0.14292140985017407,0.579975505205144,0.7590343616482274
Ouray,Colorado,0,0.43632398388295585,0.579975505205144,0.6612335036373
Martinsville City,Virginia,0,0.0795094472479756,0.579975505205144,0.7801716825156269
Danville City,Virginia,0.0036627004793493736,0.10562140593827016,0.579975505205144,0.7702467961257455
Alleghany,North Carolina,0.0016975034580339159,0.24314438837382155,0.5445129107981221,0.7368817324566741
Carteret,North Carolina,0.0004136783276465609,0.25963306341196263,0.579975505205144,0.719992584351749
Greenwood,Kansas,0.0010940369079893576,0.1618941438798263,0.4876078174473195,0.783134667254955
Sac,Iowa,0,0.2748797089543481,0.5762910798122065,0.7162764037444818
Chaffee,Colorado,0.0000904113328351321,0.25933967061768964,0.5762910798122065,0.7214262794124229
Foard,Texas,0,0.13460861401243984,0.5762910798122065,0.7630334353917846
Chickasaw,Iowa,0,0.1083108398857724,0.47318320569806677,0.8061686514720536
Bristol City,Virginia,0,0.11965536126432735,0.5762910798122065,0.7680178529744887
Floyd,Iowa,0,0.2037612956225795,0.43302259600770093,0.7877387027899065
Petroleum,Montana,0,0.2124066032938231,0.5762910798122065,0.7371007722979901
Chautauqua,Kansas,0.000037296339455354305,0.21948714939561084,0.5278672032193158,0.7508694503485394
Greenbrier,West Virginia,0.0018405686087848425,0.1751457184211556,0.5762910798122065,0.748907544385951
Ness,Kansas,0,0.28179399913938113,0.5762910798122065,0.7139716403494707
Webster,West Virginia,0,0.24067988890192857,0.4133261105092092,0.7819980001962874
Grand Isle,Vermont,0,0.3865254469350233,0.5762910798122065,0.6790611577509233
Covington City,Virginia,0,0.14017329734381723,0.5762910798122065,0.7611785409479921
Benton,Missouri,0.00019204880132480537,0.33768532644838245,0.4355646514465857,0.7421859911012356
Wallowa,Oregon,0,0.21523295387865274,0.5762910798122065,0.7361586554363803
Antelope,Nebraska,0,0.23013730782771974,0.5762910798122065,0.7311905374533578
Galax City,Virginia,0.006638681289366981,0.10111293666627548,0.5762910798122065,0.771985767410717
Blaine,Idaho,0,0.16786957712318584,0.39697399413546114,0.811718809580451
Monona,Iowa,0,0.21553612643273481,0.5762910798122065,0.7360575979183529
Appanoose,Iowa,0.0004141994390195989,0.1879865430505027,0.5762910798122065,0.7451027258994237
Hettinger,North Dakota,0,0.2714567930211634,0.5762910798122065,0.71741737572221
Marshall,Kansas,0.000032221118058206645,0.15682822829871298,0.4230346618719409,0.8067016295704293
Tucker,West Virginia,0,0.17260298087078982,0.5726384167071394,0.7515862008073569
Humboldt,Iowa,0.000026931025131813206,0.20967805030708445,0.50260257195346,0.7625641489047745
Davison,South Dakota,0.0025360269750917385,0.27730508938700466,0.5726384167071394,0.715840155643588
Petersburg Census Area,Alaska,0,0.4298008840902867,0.5726384167071394,0.665853566400858
Mercer,North Dakota,0.0000734269050734728,0.5231584712279467,0.4230346618719409,0.6845778133316796
Clay,Arkansas,0,0.01855220435786097,0.3902027027027027,0.8637483643131454
Brunswick,North Carolina,0,0.15947854320697882,0.3902027027027027,0.8167729180301062
San Miguel,Colorado,0.00048014564961876565,0.08106442905762234,0.49955639347898406,0.8062996772712583
Powder River,Montana,0,0.2568556116261785,0.5726384167071394,0.7235019905555606
Polk,North Carolina,0.0000033244001701311028,0.1879865430505027,0.4230346618719409,0.7963251568924621
Mathews,Virginia,0,0.3443062238391425,0.5726384167071394,0.6943517864845727
Boise,Idaho,0,0.2060595391777178,0.5726384167071394,0.7404340147050477
Lewis,Idaho,0.0003198600972611472,0.08216954191605054,0.4355646514465857,0.8273153155133676
Emporia City,Virginia,0.00561625767350414,0.1190098971169268,0.5726384167071394,0.7675784761674765
Yavapai,Arizona,0.00021839009471343677,0.22494425536908813,0.5726384167071394,0.7340663126096862
Pendleton,West Virginia,0,0.24932519657317218,0.4407042253521127,0.7699901926915718
Traverse,Minnesota,0,0.25161366036850136,0.5726384167071394,0.725249307641453
Accomack,Virginia,0.0013913929332786633,0.18916011422759457,0.5726384167071394,0.7456033587106625
Henry,Missouri,0,0.3989653014121973,0.38576424992910485,0.7384234828862326
Edgar,Illinois,0,0.2165923404921175,0.5726384167071394,0.7369230809335809
Grayson,Virginia,0,0.12139615851034699,0.47888673034374835,0.7999057037153016
Kanawha,West Virginia,0.004427869562545329,0.2552419512576771,0.5726384167071394,0.7225639208242127
Judith Basin,Montana,0,0.21462660877048859,0.5726384167071394,0.7375783248407907
Scott,Kansas,0,0.14227594570277355,0.39926201041867637,0.8194873479595167
White,Georgia,0.00001413225981639245,0.1416891601142276,0.46203249459302637,0.7987547376776433
Wood,Wisconsin,0.00019239075295661602,0.23141845636271174,0.46478873239436613,0.7678668068299885
Citrus,Florida,0.0004411708248466293,0.18693032899111997,0.5726384167071394,0.7466633611589646
Montmorency,Michigan,0,0.1493858310839886,0.5690171069334462,0.7605323539941884
Rabun,Georgia,0,0.15097015217306262,0.5690171069334462,0.7600042469644971
Shackelford,Texas,0,0.2668994249501232,0.5690171069334462,0.7213611560388102
Crow Wing,Minnesota,0.00047943573201858866,0.26475765755193054,0.5690171069334462,0.7219152665942015
Delta,Michigan,0,0.19939952274772133,0.45121095577152953,0.783129840493583
Box Butte,Nebraska,0,0.25805852208269764,0.5690171069334462,0.7243081236612854
Denver,Colorado,0.0002993020137633679,0.29659077573054804,0.5690171069334462,0.7113642717740808
Burt,Nebraska,0,0.2624007354379376,0.5690171069334462,0.7228607192095386
Pushmataha,Oklahoma,0,0.09692719946798106,0.5690171069334462,0.7780185645328576
Red Willow,Nebraska,0,0.21866564957164653,0.5690171069334462,0.7374390811649691
Clallam,Washington,0.0007437417963219525,0.25473340374760395,0.5690171069334462,0.7251685825075427
Aroostook,Maine,0.00025621401385898985,0.1747545280287916,0.5690171069334462,0.7519907170079677
Gallatin,Illinois,0.0006420639359967619,0.232826741775222,0.4157276995305164,0.7836011649194216
Cedar,Missouri,0,0.27434182216484765,0.5150319588212002,0.7368754063379841
Catron,New Mexico,0,0.19403043461252592,0.5690171069334462,0.745650819484676
Manistee,Michigan,0,0.21090052028322184,0.5690171069334462,0.740027457594444
Stanley,South Dakota,0,0.33871220122833784,0.5690171069334462,0.697423563946072
Jerauld,South Dakota,0,0.26019050972108126,0.5690171069334462,0.7235974611151574
Stafford,Kansas,0.0001359537390469736,0.754254195516958,0.3542838500652477,0.6304420002262492
Buffalo,Wisconsin,0,0.1073426436646716,0.2681391378574477,0.8748394061592936
St. Clair,Missouri,0,0.3012166021202519,0.453886280646844,0.7482990390776347
Greene,Iowa,0,0.1652975002933928,0.2913833576169661,0.8477730473632137
Cameron,Pennsylvania,0.0005799791382395224,0.12902437116144427,0.28977158077404247,0.8602080229754245
Kane,Utah,0,0.48452841998200524,0.37279929577464793,0.7142240947477823
Clare,Michigan,0,0.12402691389899465,0.5690171069334462,0.7689853263891864
Allegheny,Pennsylvania,0.8736955554438549,0.3068888628095294,0.5690171069334462,0.4167994916043899
Montgomery,Iowa,0.000014545770892207373,0.46727692367875445,0.4062210634046493,0.7088291557152346
Phillips,Kansas,0,0.2251789696045065,0.47318320569806677,0.7672126082324756
Clayton,Iowa,0,0.2016586472636232,0.37279929577464793,0.808514018987243
Warren,New York,0.0000186132118245696,0.5134471697375113,0.4255049872186858,0.6870097432773261
Wahkiakum,Washington,0,0.213482376872824,0.5654267485253401,0.7403636248672787
Johnson,Wyoming,0,0.16367406016508235,0.37068806280304784,0.8218792923439566
Guthrie,Iowa,0,0.2994855846340414,0.5654267485253401,0.7116958889468727
O'Brien,Iowa,0,0.2757794468567852,0.5654267485253401,0.7195979348726249
Jeff Davis,Texas,0,0.15950788248640613,0.4459191043698085,0.7981910043812618
Lac qui Parle,Minnesota,0,0.27854711888276024,0.5654267485253401,0.7186753775306332
Pulaski,Virginia,0.00013793237720697562,0.2917693541446622,0.3132121084717258,0.798293535002135
Winnebago,Iowa,0.00005388343856329826,0.26489457418925794,0.48467834031214313,0.7501244006866785
Walworth,South Dakota,0.00058177947718493,0.3328443453428784,0.4905600920699293,0.7253379277033358
Woodruff,Arkansas,0,0.08090795290067676,0.5654267485253401,0.7845550995246611
Fergus,Montana,0,0.17953683057544106,0.5654267485253401,0.7516788069664063
Bowman,North Dakota,0,0.3616359582208661,0.5654267485253401,0.6909790977512646
Broadwater,Montana,0,0.2537456480068849,0.5654267485253401,0.7269425344892584
Union,Georgia,0,0.22174627391151272,0.2158222969658749,0.8541438097075374
Newton,Arkansas,0,0.2992019715995775,0.38576424992910485,0.7716779261571058
Schoolcraft,Michigan,0,0.14937605132417947,0.5654267485253401,0.7617324000501601
Cloud,Kansas,0,0.1813949849391699,0.5654267485253401,0.7510594221784966
Hardeman,Texas,0,0.10745022102257168,0.36033621081326667,0.8440711893880539
Sagadahoc,Maine,0,0.3593768337049642,0.5654267485253401,0.6917321392565652
Carbon,Montana,0.00008573657946405192,0.24193169815749324,0.4459191043698085,0.7706878202977447
Bonner,Idaho,0.0002271444428769992,0.20956069318937526,0.5654267485253401,0.7415951379474692
Sully,South Dakota,0,0.33777334428666433,0.5654267485253401,0.6989333023959985
Norton City,Virginia,0.012743843744748566,0.19002073309079529,0.5654267485253401,0.7439362248797053
Dare,North Carolina,0,0.34713257442397216,0.5654267485253401,0.6958135590168959
Morris,Kansas,0,0.769148769706216,0.43812512757705663,0.5975753675722424
Martin,Minnesota,0,0.22122794664163048,0.3425206410879068,0.8120838040901542
Gillespie,Texas,0.0009423507868558078,0.3294018698900755,0.5618669463590051,0.7025962776546879
Madera,California,0.00009555221734235455,0.25074326174549155,0.2787426808039247,0.8234728350777472
Clark,Kansas,0,0.3216269608418417,0.43302259600770093,0.7484501477168191
Chase,Nebraska,0,0.16458357782732855,0.5445129107981221,0.7636345037915164
Ottawa,Ohio,0.000019055600111240716,0.3566385009584165,0.4230346618719409,0.7401025938565104
Owen,Kentucky,0,0.23436216406525057,0.5087677459177375,0.7522900300056706
Washington City,District of Columbia,0,0.4483433086883386,0.5618669463590051,0.663263248317552
Harney,Oregon,0.0019034368540439858,0.1772777060595392,0.5618669463590051,0.7529839702424705
